bus,vm_pu,va_degree,p_mw,q_mvar
1,0.999393,0.000335,6.173542,0.014610
2,0.962527,-0.010221,-0.000003,0.000005
3,0.961939,-0.016546,-3.708792,-0.039171
4,0.962567,-0.011203,-0.211647,0.000006
5,0.962716,-0.011576,-0.211617,0.000074
6,0.962057,-0.016574,-1.824060,0.027406
7,0.962419,-0.011396,-0.211570,0.000028
8,0.967879,-0.024825,-0.000013,0.000006
9,0.999933,-0.000049,26.200701,-1.397929
10,0.969420,-0.021775,-0.211592,-0.000042
11,0.968937,-0.022876,-0.211555,-0.000007
12,0.967714,-0.025266,-0.000027,-0.000043
13,0.966966,-0.024495,-0.000005,0.000071
14,0.990047,-0.034362,-4.457274,0.049459
15,0.969241,-0.023944,0.000037,-0.000029
16,0.967136,-0.026886,-0.000000,0.000091
17,0.992048,-0.030795,-0.880048,0.089666
18,0.967179,-0.027290,0.000025,-0.000087
19,0.965262,-0.032210,-0.000057,0.000020
20,1.011779,-0.049455,-4.364810,0.071424
21,0.968955,-0.022854,-0.000050,0.000119
22,1.016285,-0.030284,-5.783810,-0.110946
23,0.968235,-0.022875,0.000066,-0.000004
24,1.017902,-0.025790,-3.049144,0.063138
25,0.969923,-0.023061,-0.000055,0.000042
26,1.019605,-0.026243,-2.568693,0.217224
27,0.968997,-0.022905,0.000055,-0.000137
28,0.993683,-0.027423,-1.802120,0.009019
29,0.967762,-0.027222,0.000025,0.000049
30,1.016754,-0.039375,-2.770086,0.070402
31,0.999630,-0.000681,14.952145,2.441041
32,0.962009,-0.002540,0.000002,0.000107
33,0.940070,-0.023371,-0.000052,-0.000055
34,0.962327,-0.000739,-1.351387,-0.231675
35,0.939779,-0.021369,-0.211524,-0.036300
36,0.941942,-0.038291,-4.000219,-0.685769
37,0.923579,-0.026128,0.000052,-0.000184
38,0.955258,-0.037342,-9.125132,-1.564323
39,0.922990,-0.026186,-0.211646,-0.036306
40,0.945302,-0.024554,0.156764,0.026883
