bus,vm_pu,va_degree,p_mw,q_mvar
1,0.967048,-0.085383,-11.560568,-4.569057
2,0.999774,0.000703,24.864921,9.667369
3,0.968469,-0.086439,0.000088,-0.000045
4,0.968584,-0.085543,-0.000026,-0.000049
5,0.968085,-0.086190,-0.000018,0.000005
6,0.969123,-0.085655,-0.028241,-0.014510
7,0.967047,-0.085946,-0.067824,-0.034830
8,0.967206,-0.084658,-0.011934,-0.006014
9,0.967147,-0.086418,-0.467533,-0.239561
10,0.966600,-0.085647,-2.759857,-1.413909
11,0.967195,-0.085721,-0.582507,-0.298561
12,0.964376,-0.088876,-0.001738,-0.000938
13,0.966325,-0.085027,-0.045454,-0.017953
14,0.967526,-0.086485,-1.598790,-0.806733
15,0.963973,-0.088687,-0.020712,-0.010550
16,0.967819,-0.086014,-0.023609,-0.012082
17,0.967013,-0.086274,-0.003955,-0.002065
18,0.966792,-0.086226,-0.009962,-0.005146
19,0.964380,-0.088580,-0.046512,-0.023743
20,0.967635,-0.086154,-0.946973,-0.472875
21,0.964711,-0.087933,-0.002771,-0.001156
22,0.967158,-0.086628,-0.008161,-0.003216
23,0.964763,-0.088296,-0.053479,-0.027401
24,0.964203,-0.088531,-0.098393,-0.038942
25,0.965557,-0.087854,-0.023694,-0.009365
26,0.967193,-0.086236,-0.037627,-0.019291
27,0.966773,-0.085560,-0.004424,-0.002223
28,0.964501,-0.088510,-0.058198,-0.029912
29,0.967845,-0.085714,-0.031791,-0.016243
30,0.966071,-0.085058,-0.163694,-0.083907
31,0.966701,-0.086129,-0.020277,-0.010417
32,0.967530,-0.085488,-0.105229,-0.053876
33,0.967172,-0.085441,-0.460198,-0.223508
34,0.963249,-0.088286,-0.000663,-0.000281
35,0.964369,-0.087714,-0.007283,-0.003652
36,0.966733,-0.086502,-0.008766,-0.004443
37,0.966387,-0.084988,-0.010073,-0.003963
38,0.963603,-0.089102,-0.094496,-0.048464
39,0.967179,-0.086722,-0.119371,-0.061146
40,0.963782,-0.088030,-0.031211,-0.012446
41,0.963562,-0.088277,-0.028137,-0.011084
42,0.963156,-0.088209,-0.003616,-0.001950
43,0.964760,-0.087594,-0.115319,-0.059131
44,0.963741,-0.088586,-0.103139,-0.052897
45,0.964610,-0.087953,-0.004175,-0.001641
46,0.966775,-0.086722,-0.097224,-0.049866
47,0.965581,-0.088183,-0.252006,-0.128958
48,0.968031,-0.086415,-0.001467,-0.000760
49,0.966348,-0.085737,-0.023673,-0.012060
50,0.967562,-0.085889,-0.005181,-0.002621
51,0.968196,-0.085899,-0.016760,-0.006599
52,0.966338,-0.085591,-0.011290,-0.005754
53,0.964164,-0.088104,-0.209146,-0.107153
54,0.966250,-0.086572,-0.012213,-0.004874
55,0.967808,-0.086006,-0.034888,-0.017897
56,0.966700,-0.086605,-0.008843,-0.004427
57,0.967071,-0.085913,-0.005507,-0.002831
58,0.963362,-0.089271,-0.013605,-0.007049
59,0.964147,-0.088027,-0.049398,-0.019606
60,0.964651,-0.088551,-0.031788,-0.012495
61,0.967045,-0.085979,-0.667449,-0.329595
62,0.967551,-0.085469,-0.001466,-0.000677
63,0.963780,-0.088217,-0.002310,-0.001288
64,0.967839,-0.085917,-0.265133,-0.135860
65,0.967769,-0.085764,-0.452714,-0.219679
66,0.967138,-0.085453,-0.284823,-0.145967
67,0.967439,-0.085536,-0.034038,-0.017364
68,0.964058,-0.088570,-0.135093,-0.069283
69,0.966247,-0.086315,-0.035196,-0.013951
70,0.966599,-0.086463,-0.086913,-0.044552
71,0.963722,-0.089018,-0.010010,-0.005179
72,0.963720,-0.088868,-0.028650,-0.014677
73,0.963638,-0.088286,-0.019001,-0.007574
74,0.964809,-0.088971,-0.008423,-0.004305
