bus,vm_pu,va_degree,p_mw,q_mvar
1,1.000072,0.000416,11.623277,0.136051
2,0.960251,-0.020114,-0.940383,-0.000025
3,0.959004,-0.031392,-6.550042,-0.092922
4,0.960914,-0.021484,-0.940308,0.000051
5,0.960253,-0.020838,-0.940344,-0.000046
6,0.959661,-0.027025,-2.234042,-0.001411
7,0.960034,-0.021459,-0.000002,-0.000022
8,0.967837,-0.021431,0.000020,-0.000028
9,1.000116,0.000272,21.916977,-1.549341
10,0.970181,-0.018785,0.000066,-0.000014
11,0.969570,-0.018487,0.000015,-0.000152
12,0.968663,-0.021331,-0.940337,-0.000096
13,0.967834,-0.022261,-0.000048,0.000011
14,0.992034,-0.030395,-3.876506,0.018096
15,0.969420,-0.020518,0.000045,0.000003
16,0.968985,-0.024184,-0.940241,-0.000035
17,0.999503,-0.030893,-1.242074,0.308378
18,0.968941,-0.023732,-0.000093,0.000064
19,0.967814,-0.027687,0.000015,-0.000033
20,1.015749,-0.038931,-2.715059,0.032596
21,0.969501,-0.020080,0.000006,0.000053
22,1.018439,-0.024421,-4.242602,-0.092310
23,0.969894,-0.018515,-0.000023,-0.000021
24,1.019091,-0.022520,-2.175879,0.051133
25,0.969982,-0.019567,0.000136,0.000030
26,1.019339,-0.021361,-1.395362,0.216243
27,0.970548,-0.019580,0.000043,0.000074
28,0.992880,-0.025007,-2.281111,-0.001056
29,0.969242,-0.021949,0.000008,0.000021
30,1.016162,-0.030225,-2.032773,0.030720
31,0.999954,-0.000146,18.195372,3.069979
32,0.961554,-0.002662,-0.000070,-0.000033
33,0.934536,-0.027462,-0.000002,0.000012
34,0.962822,-0.002723,-1.604825,-0.275198
35,0.933667,-0.028050,-0.940338,-0.161176
36,0.929623,-0.048987,-5.137180,-0.880634
37,0.915142,-0.030938,0.000038,0.000024
38,0.949363,-0.042849,-8.613297,-1.476577
39,0.911746,-0.031921,-0.940269,-0.161287
40,0.932400,-0.033232,-0.681534,-0.116956
