bus,vm_pu,va_degree,p_mw,q_mvar
1,1.000004,-0.000116,162.857920,59.141580
7966,1.024222,-0.048786,-2.166201,-0.649826
7967,1.030890,-0.043296,-7.511696,-2.253507
7968,1.030937,-0.042943,-2.695779,-0.808745
7969,1.028942,-0.044074,-5.688158,-1.706368
7970,1.029890,-0.043320,-3.890913,-1.167248
7971,1.031361,-0.042085,-2.770478,-0.831120
7972,1.030277,-0.042108,-1.045778,-0.313706
7973,1.038205,-0.044917,-4.569936,-1.370954
7974,1.038554,-0.043657,-1.419255,-0.425729
7975,1.021496,-0.039184,-2.396948,-0.719075
7976,1.022202,-0.039835,-7.426445,-2.227904
7977,1.022655,-0.039054,-4.345901,-1.303852
7978,1.039314,-0.042634,-0.903082,-0.271005
7979,1.040008,-0.044289,-2.553123,-0.765943
7980,1.022373,-0.038604,-2.166207,-0.649862
7981,1.027961,-0.056763,-5.022692,-1.506724
7982,1.038463,-0.044520,-0.224100,-0.067274
7983,1.036573,-0.045419,-3.666812,-1.099988
7984,1.035739,-0.045686,-3.001294,-0.900393
7985,1.023132,-0.048418,-0.430103,-0.129019
7986,1.031730,-0.041195,-0.394786,-0.118398
7987,1.021448,-0.040238,-0.420067,-0.126065
7988,1.029162,-0.042272,-0.389793,-0.116843
7989,1.038493,-0.043667,-0.389316,-0.116798
7990,1.039572,-0.043727,-0.420115,-0.126015
7991,1.023479,-0.039530,-0.392285,-0.117682
7992,1.023811,-0.039837,-0.410094,-0.123040
7993,1.036597,-0.044407,-0.469913,-0.141035
7994,1.031063,-0.041614,-0.482800,-0.144828
7995,1.022162,-0.039299,-0.396480,-0.118996
7996,1.038781,-0.045300,-0.470724,-0.141223
7997,1.029885,-0.041717,-0.438453,-0.131487
7998,1.022403,-0.039953,-0.430031,-0.129142
7999,1.039352,-0.044289,-0.521368,-0.156290
8000,1.023958,-0.039046,-0.405125,-0.121526
8001,1.040107,-0.044087,-0.542122,-0.162653
8002,1.022935,-0.039031,-0.408187,-0.122459
8003,1.022659,-0.038384,-0.408146,-0.122551
8004,1.022275,-0.039809,-1.454727,-0.436373
8005,1.037538,-0.044640,-0.412713,-0.123885
8006,1.022048,-0.039151,-0.559483,-0.167870
8007,1.037318,-0.043581,-0.405084,-0.121546
8395,1.024275,-0.056134,-0.321711,-0.106924
8396,1.023453,-0.056836,-0.326975,-0.108962
8397,1.023941,-0.056501,-0.176023,-0.057382
8398,1.024814,-0.057046,-0.207118,-0.068679
8399,1.024562,-0.057391,-0.122758,-0.040397
8400,1.036751,-0.045679,-0.095275,-0.030746
8401,1.036976,-0.045875,-0.497417,-0.165050
8402,1.037294,-0.045568,-0.380235,-0.123668
8403,1.024690,-0.056574,-0.217900,-0.070001
8404,1.020540,-0.039629,-0.118406,-0.038682
8405,1.020614,-0.039214,-0.264956,-0.086860
8406,1.020285,-0.040218,-0.076853,-0.024490
8407,1.023999,-0.056890,-0.363102,-0.117542
8408,1.019755,-0.039728,-0.256683,-0.083471
8409,1.020947,-0.040129,-0.050345,-0.015731
8410,1.021245,-0.039584,-0.190179,-0.062625
8411,1.023926,-0.056421,-0.139001,-0.044875
8412,1.037066,-0.045193,-0.368616,-0.119497
8413,1.026083,-0.057084,-0.204803,-0.067635
8414,1.021250,-0.040053,-0.092738,-0.029896
8415,1.025729,-0.057042,-0.176757,-0.057771
8416,1.025507,-0.057429,-0.215837,-0.069458
8417,1.021512,-0.039817,-0.183838,-0.060300
