bus,vm_pu,va_degree,p_mw,q_mvar
1,1.000034,0.000359,0.000019,-0.000137
2,1.000050,0.000240,0.000027,0.000007
3,1.000484,0.000394,-0.000015,-0.000002
4,1.000391,-0.000555,-0.000030,-0.000047
5,1.000442,0.000261,-0.000056,-0.000021
6,1.000040,-0.000136,-0.000029,-0.000041
7,0.999800,0.000583,8.595930,2.833472
8,1.000265,-0.000373,0.000003,0.000074
9,0.999834,-0.000562,-0.000038,-0.000013
10,1.000635,0.001044,0.000041,0.000036
11,0.997814,-0.000578,0.000047,0.000029
12,0.998208,-0.000913,-0.215146,-0.070936
13,0.998541,-0.000352,-0.510936,-0.167919
14,0.997112,-0.001142,-0.740299,-0.243262
15,0.997084,-0.000599,-0.336970,-0.110800
16,0.995833,-0.000385,-0.000025,-0.000017
17,0.995371,-0.001042,-1.323929,-0.435186
18,0.994237,-0.001017,-0.000030,-0.000080
19,0.995200,-0.002037,0.000034,0.000022
20,0.995078,-0.000220,-0.537851,-0.176706
21,0.996651,-0.001025,0.000007,-0.000003
22,0.996731,-0.001280,-1.168620,-0.384169
23,0.995687,-0.000406,-0.587954,-0.193260
24,0.996298,-0.000547,-0.813087,-0.267160
25,0.994034,-0.001195,-0.941174,-0.309343
26,0.995410,-0.000898,-0.758284,-0.249177
27,0.995804,-0.001913,0.000042,-0.000071
28,0.994317,-0.001500,-0.358391,-0.117821
29,0.994494,-0.000622,0.000010,0.000073
30,0.994459,-0.000925,-0.268890,-0.088304
