bus,vm_pu,va_degree,p_mw,q_mvar
1,0.999884,-0.000544,0.000011,-0.000052
2,0.999681,0.000383,0.000022,0.000041
3,1.000635,0.000580,-0.000031,0.000000
4,0.999457,0.000871,0.000023,-0.000044
5,0.998971,-0.000129,0.000062,0.000046
6,0.999259,-0.000028,-0.000008,0.000053
7,0.999925,0.000493,7.263614,2.393188
8,0.999943,-0.000108,-0.000038,-0.000045
9,1.001250,-0.000755,0.000025,0.000110
10,0.999255,0.000319,0.000059,0.000078
11,0.998931,-0.000796,-0.000059,-0.000016
12,0.999076,0.000268,-0.198791,-0.065342
13,0.997705,-0.001097,-0.472140,-0.155241
14,0.997861,-0.000325,-0.684148,-0.224827
15,0.998043,-0.000070,-0.311391,-0.102432
16,0.997796,-0.000810,0.000024,0.000004
17,0.995715,-0.000339,-0.887057,-0.291547
18,0.996491,-0.000943,0.000000,-0.000036
19,0.996834,-0.001344,-0.000052,0.000065
20,0.996509,-0.000980,-0.496997,-0.163321
21,0.997953,0.000015,-0.000065,0.000064
22,0.996101,-0.000276,-1.080134,-0.354934
23,0.995942,0.000134,-0.543360,-0.178592
24,0.996378,-0.000167,-0.414873,-0.136363
25,0.995511,-0.000214,-0.869654,-0.285970
26,0.995708,-0.000414,-0.700717,-0.230272
27,0.993984,-0.000940,-0.000049,-0.000029
28,0.994809,-0.000887,-0.331257,-0.108918
29,0.995371,-0.000664,0.000045,0.000059
30,0.995355,-0.000038,-0.248507,-0.081635
