bus,vm_pu,va_degree,p_mw,q_mvar
1,1.000344,-0.000142,145.142272,51.940095
7966,1.025651,-0.045598,-2.818515,-0.845523
7967,1.032575,-0.038862,-6.868192,-2.060408
7968,1.032816,-0.038203,-2.464717,-0.739428
7969,1.030405,-0.040593,-4.240516,-1.272219
7970,1.031035,-0.040271,-4.395415,-1.318677
7971,1.033363,-0.039090,-2.533154,-0.759984
7972,1.031863,-0.037669,-0.956157,-0.286839
7973,1.040441,-0.039941,-4.178408,-1.253604
7974,1.041399,-0.039748,-1.297577,-0.389306
7975,1.024758,-0.034290,-2.191658,-0.657321
7976,1.025060,-0.035359,-5.829952,-1.748904
7977,1.024576,-0.034447,-3.973484,-1.192048
7978,1.042225,-0.039371,-0.825812,-0.247680
7979,1.041493,-0.039802,-2.334472,-0.700319
7980,1.025193,-0.033919,-1.980516,-0.594227
7981,1.030843,-0.048919,-3.632071,-1.089687
7982,1.041272,-0.039448,-0.204934,-0.061487
7983,1.039990,-0.040310,-3.352690,-1.005733
7984,1.038182,-0.039952,-2.744161,-0.823246
7985,1.023252,-0.045615,-0.393167,-0.117892
7986,1.032852,-0.037543,-0.360897,-0.108247
7987,1.024182,-0.033682,-0.384162,-0.115214
7988,1.031218,-0.038748,-0.356354,-0.106903
7989,1.041032,-0.038657,-0.355857,-0.106773
7990,1.041998,-0.038767,-0.384032,-0.115291
7991,1.026392,-0.033783,-0.358690,-0.107615
7992,1.025606,-0.034383,-0.374992,-0.112491
7993,1.039006,-0.039699,-0.429616,-0.128884
7994,1.033415,-0.037534,-0.441505,-0.132461
7995,1.024684,-0.033926,-0.362451,-0.108641
7996,1.040645,-0.040101,-0.430424,-0.129205
7997,1.032086,-0.039361,-0.400848,-0.120300
7998,1.024084,-0.035033,-0.393242,-0.117912
7999,1.042592,-0.038962,-0.476689,-0.143010
8000,1.025357,-0.032750,-0.370440,-0.111196
8001,1.042415,-0.040190,-0.495677,-0.148627
8002,1.025078,-0.035212,-0.373217,-0.111882
8003,1.025095,-0.033740,-0.373183,-0.111927
8004,1.024657,-0.035169,-0.369763,-0.110894
8005,1.040775,-0.040440,-0.377235,-0.113225
8006,1.024247,-0.034938,-0.511533,-0.153464
8007,1.039819,-0.039323,-0.370470,-0.111247
8395,1.029590,-0.048538,-0.288562,-0.095899
8396,1.029985,-0.048787,-0.293256,-0.097700
8397,1.029707,-0.048091,-0.157883,-0.051344
8398,1.029286,-0.048447,-0.185802,-0.061647
8399,1.029415,-0.048300,-0.110095,-0.036160
8400,1.038857,-0.040079,-0.085502,-0.027647
8401,1.039978,-0.040712,-0.446296,-0.148080
8402,1.038937,-0.039979,-0.341079,-0.111021
8403,1.029882,-0.048798,-0.195429,-0.062789
8404,1.023514,-0.034183,-0.106200,-0.034796
8405,1.023827,-0.034513,-0.237599,-0.077993
8406,1.023569,-0.034810,-0.068919,-0.021862
8407,1.029745,-0.049440,-0.325849,-0.105465
8408,1.022729,-0.034969,-0.230172,-0.074794
8409,1.022829,-0.035249,-0.045227,-0.014077
8410,1.022960,-0.034913,-0.170648,-0.056209
8411,1.029502,-0.048833,-0.124577,-0.040302
8412,1.038687,-0.040695,-0.330763,-0.107023
8413,1.031349,-0.049370,-0.183867,-0.060684
8414,1.023874,-0.033619,-0.083288,-0.026865
8415,1.030376,-0.049202,-0.158565,-0.051878
8416,1.030573,-0.048288,-0.193613,-0.062274
8417,1.023216,-0.034058,-0.164934,-0.054198
8418,1.023039,-0.034748,-0.322207,-0.104486
8419,1.030666,-0.050059,-0.200990,-0.064752
8420,1.031122,-0.049117,-0.115415,-0.038165
8421,1.024510,-0.035025,-0.182849,-0.060511
8422,1.024747,-0.034965,-0.188585,-0.062691
8423,1.023755,-0.034533,-0.296201,-0.098648
8424,1.039490,-0.039618,-0.451034,-0.149376
8425,1.039514,-0.039951,-0.111950,-0.037085
8426,1.039921,-0.040395,-0.263767,-0.086925
8427,1.040768,-0.040445,-0.083262,-0.026755
8428,1.031147,-0.048583,-0.058331,-0.018437
8429,1.030969,-0.048728,-0.443345,-0.145874
8430,1.025064,-0.034208,-0.119012,-0.039524
8431,1.024498,-0.034117,-0.251349,-0.083620
8432,1.039528,-0.039186,-0.328858,-0.106416
8433,1.038918,-0.039561,-0.330899,-0.107259
8434,1.040780,-0.041705,-0.208352,-0.067166
8435,1.023527,-0.034558,-0.315634,-0.101969
8436,1.024474,-0.034577,-0.120047,-0.038438
8437,1.024669,-0.034535,-0.246721,-0.080715
8438,1.039834,-0.039404,-0.074420,-0.023797
8439,1.024387,-0.033918,-0.077518,-0.024871
8440,1.038656,-0.040029,-0.419373,-0.138685
8441,1.039400,-0.039277,-0.268486,-0.088580
8442,1.040611,-0.038757,-0.085027,-0.027424
8443,1.040068,-0.039244,-0.084820,-0.027340
8444,1.039656,-0.039600,-0.380819,-0.124518
8445,1.031361,-0.049548,-0.093360,-0.030411
8446,1.040825,-0.039416,-0.229931,-0.074730
8447,1.039255,-0.039535,-0.310381,-0.100921
8448,1.040362,-0.039852,-0.095713,-0.030987
8449,1.039978,-0.039924,-0.216164,-0.069926
8450,1.042527,-0.038704,-0.000019,-0.000036
8451,1.039748,-0.039374,-0.101184,-0.033223
8452,1.041139,-0.038777,-0.284062,-0.094116
8453,1.024561,-0.035324,-0.197129,-0.063408
8454,1.040524,-0.038722,-0.173015,-0.057258
8455,1.040093,-0.039461,-0.191366,-0.061340
8456,1.031499,-0.048279,-0.134783,-0.043485
8457,1.031307,-0.048725,-0.012304,-0.003773
8458,1.025719,-0.035500,-0.145484,-0.047319
8459,1.039299,-0.039954,-0.118351,-0.039323
8460,1.024060,-0.034290,-0.117374,-0.038966
8461,1.024526,-0.033858,-0.045062,-0.014075
8462,1.025631,-0.034450,-0.241854,-0.078928
8463,1.040637,-0.039499,-0.112000,-0.037065
8464,1.040562,-0.040552,-0.257176,-0.084427
8465,1.040049,-0.038870,-0.308169,-0.099026
8466,1.040528,-0.039895,-0.459887,-0.152788
8467,1.040275,-0.039413,-0.020449,-0.006325
8468,1.024617,-0.034154,-0.156347,-0.051237
8469,1.024933,-0.033367,-0.324270,-0.105317
8470,1.042205,-0.039232,-0.234675,-0.076546
8471,1.041678,-0.039267,-0.344404,-0.111500
8472,1.039820,-0.039802,-0.306861,-0.098594
8473,1.024419,-0.034773,-0.165699,-0.054245
8474,1.024896,-0.034785,-0.122634,-0.039356
8475,1.040431,-0.039567,-0.209908,-0.067748
8476,1.024475,-0.033737,-0.042208,-0.013130
8477,1.025336,-0.033705,-0.220680,-0.072448
8478,1.040542,-0.040074,-0.188652,-0.062435
8479,1.040584,-0.039079,-0.088155,-0.028618
8480,1.025383,-0.033941,-0.107134,-0.035254
8481,1.025928,-0.033665,-0.302801,-0.100702
8482,1.025745,-0.033595,-0.272232,-0.089560
8483,1.023983,-0.034413,-0.384756,-0.126071
8484,1.040428,-0.039207,-0.257086,-0.085162
8485,1.025083,-0.034337,-0.114195,-0.037749
8486,1.026506,-0.034064,0.000016,-0.000009
8487,1.041761,-0.038958,-0.396778,-0.130186
8488,1.041165,-0.039075,-0.119613,-0.038254
8489,1.025279,-0.034228,-0.075720,-0.024204
8490,1.025763,-0.033136,-0.096695,-0.031636
8491,1.025617,-0.034328,-0.231524,-0.075560
8492,1.025083,-0.034144,-0.184442,-0.061111
8493,1.041825,-0.039289,-0.254010,-0.083259
8494,1.040871,-0.039738,-0.063541,-0.020120
8495,1.041685,-0.038509,-0.185389,-0.061544
8496,1.040857,-0.039846,-0.106676,-0.035053
8497,1.041738,-0.040028,-0.345750,-0.112766
8498,1.025310,-0.033900,-0.406757,-0.133786
8499,1.042061,-0.038651,-0.181695,-0.060163
8500,1.040588,-0.039120,-0.461493,-0.153551
8501,1.041887,-0.039936,-0.117399,-0.038730
8502,1.041097,-0.039049,-0.209602,-0.067434
8503,1.024975,-0.034021,-0.425597,-0.140605
8504,1.041856,-0.038934,-0.094160,-0.030650
8505,1.041141,-0.039463,-0.183392,-0.060665
8506,1.042215,-0.039336,-0.402769,-0.132643
8507,1.042216,-0.039442,-0.097571,-0.031744
8508,1.024521,-0.033855,-0.118492,-0.039344
8509,1.026135,-0.033794,-0.111419,-0.036570
8510,1.042054,-0.039086,-0.109567,-0.036059
8511,1.024298,-0.033910,-0.292619,-0.097098
8512,1.042003,-0.039215,-0.276357,-0.091647
8513,1.041421,-0.038895,-0.407607,-0.134116
8514,1.041732,-0.039585,-0.266258,-0.087921
8515,1.042451,-0.039132,-0.329502,-0.106513
8516,1.025107,-0.033681,-0.137992,-0.044720
8517,1.042320,-0.038602,-0.390771,-0.128260
8518,1.042436,-0.038847,-0.127868,-0.041186
8519,1.026639,-0.034338,-0.389898,-0.127656
8520,1.041074,-0.038396,-0.160946,-0.052815
8521,1.025138,-0.033941,-0.405911,-0.133383
8522,1.025858,-0.034100,-0.173955,-0.057195
8523,1.025417,-0.034802,-0.275145,-0.090804
8524,1.026109,-0.033817,-0.283006,-0.093861
8525,1.026041,-0.033709,-0.076143,-0.024293
8526,1.025013,-0.034445,-0.236012,-0.077199
8527,1.041960,-0.038881,-0.119740,-0.038193
8528,1.025801,-0.033743,-0.060227,-0.018949
8529,1.025494,-0.032845,-0.100760,-0.033005
8530,1.041455,-0.039903,-0.361552,-0.117565
8531,1.041961,-0.039580,-0.114084,-0.037677
8532,1.026893,-0.034181,-0.104886,-0.034598
8533,1.042522,-0.039695,-0.027155,-0.008360
8534,1.025556,-0.034926,-0.269247,-0.088937
8535,1.042093,-0.040053,-0.098549,-0.032111
8536,1.042710,-0.039107,-0.072122,-0.022937
8537,1.026174,-0.033174,-0.114528,-0.037863
8538,1.025428,-0.034009,-0.114175,-0.037722
8539,1.041028,-0.039473,-0.450462,-0.149850
8540,1.040887,-0.039413,-0.153478,-0.050080
8541,1.041476,-0.038073,-0.238202,-0.077723
8542,1.041906,-0.039873,-0.179359,-0.059449
8543,1.025139,-0.034281,-0.231591,-0.075588
8544,1.024831,-0.033658,-0.299070,-0.099648
8545,1.039123,-0.040086,-0.206364,-0.066453
8546,1.024567,-0.033131,-0.432712,-0.143632
8547,1.025634,-0.034176,-0.234709,-0.076542
8548,1.025751,-0.034565,-0.342766,-0.111130
8549,1.040161,-0.039205,-0.229824,-0.074670
8550,1.040269,-0.038369,-0.234098,-0.076705
8551,1.023929,-0.033484,-0.054247,-0.016991
8552,1.039672,-0.039383,-0.067803,-0.021568
8553,1.042371,-0.038194,-0.132220,-0.042626
8554,1.040390,-0.039604,-0.077003,-0.024706
8555,1.041859,-0.038653,-0.282555,-0.093390
8556,1.041074,-0.039296,-0.100713,-0.032840
8557,1.025760,-0.034116,-0.210366,-0.068237
8558,1.041473,-0.038435,-0.281885,-0.093330
8559,1.041216,-0.039682,-0.064120,-0.020280
8560,1.040244,-0.039653,-0.251642,-0.082410
8561,1.025090,-0.034243,-0.104560,-0.034323
8562,1.024532,-0.034277,-0.176891,-0.058510
8563,1.040352,-0.040090,-0.218303,-0.070583
8564,1.039187,-0.039288,-0.085435,-0.027543
8565,1.041313,-0.038870,-0.255853,-0.083814
8566,1.025367,-0.033956,-0.162835,-0.053378
8567,1.041451,-0.039305,-0.382035,-0.124834
8568,1.041413,-0.039142,-0.273903,-0.090345
8569,1.040533,-0.039687,-0.235101,-0.076697
8570,1.025388,-0.033222,-0.238377,-0.078112
8571,1.026745,-0.034038,-0.268053,-0.088079
8572,1.024842,-0.033981,-0.133656,-0.043102
8573,1.041088,-0.039212,-0.158095,-0.051687
8574,1.024641,-0.033968,-0.392645,-0.129044
8575,1.041380,-0.038220,-0.241175,-0.078752
8576,1.025146,-0.034142,-0.117409,-0.038904
8577,1.041369,-0.038891,-0.173678,-0.057263
8578,1.023792,-0.034168,-0.037333,-0.011482
8579,1.040565,-0.040019,-0.242878,-0.080509
8580,1.041217,-0.038794,-0.088484,-0.028635
8581,1.025944,-0.033397,-0.091024,-0.029534
8582,1.041368,-0.039436,-0.190140,-0.063153
8583,1.041073,-0.039597,-0.040997,-0.012630
8584,1.024443,-0.034529,-0.255096,-0.083787
8585,1.039792,-0.039443,-0.275462,-0.090967
8586,1.040431,-0.039192,-0.085753,-0.027832
8587,1.024614,-0.034195,-0.259256,-0.085386
8588,1.041805,-0.039323,-0.433873,-0.143754
8589,1.024159,-0.034238,-0.123216,-0.039626
8590,1.025023,-0.034851,-0.073446,-0.023500
8591,1.041266,-0.040379,-0.286267,-0.095126
8592,1.040865,-0.039554,-0.299401,-0.099934
8593,1.032600,-0.038409,-0.450946,-0.149404
8594,1.031265,-0.038260,-0.243560,-0.080264
8595,1.026543,-0.034730,-0.300483,-0.100599
8596,1.025950,-0.034636,-0.247355,-0.081263
8597,1.031820,-0.037795,-0.177326,-0.058466
8598,1.025497,-0.034803,-0.357010,-0.116103
8599,1.040728,-0.039651,-0.099720,-0.032604
8600,1.025577,-0.033693,-0.338377,-0.110374
8601,1.024285,-0.035035,-0.202351,-0.065324
8602,1.023712,-0.033053,-0.067887,-0.021536
8603,1.024677,-0.035128,-0.422248,-0.139521
8604,1.025639,-0.034190,-0.283375,-0.093643
8605,1.041007,-0.038677,-0.112151,-0.036951
8606,1.039583,-0.038710,-0.145139,-0.047153
8607,1.040722,-0.039270,-0.178935,-0.058897
8608,1.024356,-0.034896,-0.111262,-0.036664
8609,1.040230,-0.039169,-0.318284,-0.102723
8610,1.032099,-0.038966,-0.175243,-0.057821
8611,1.025729,-0.034958,-0.323771,-0.104758
8612,1.041304,-0.039886,-0.096929,-0.031470
8613,1.041445,-0.039335,-0.073438,-0.023428
8614,1.024878,-0.033979,-0.451507,-0.150608
8615,1.024293,-0.034636,-0.195518,-0.065956
8616,1.025039,-0.034870,-0.307552,-0.099105
8617,1.024699,-0.034572,-0.202016,-0.065216
8618,1.025538,-0.034933,-0.200680,-0.064686
8619,1.024953,-0.035560,-0.101535,-0.033124
8620,1.025077,-0.034291,-0.114222,-0.037790
8621,1.041305,-0.039187,-0.091839,-0.029805
8622,1.040149,-0.039174,-0.316876,-0.102307
8623,1.025125,-0.034847,-0.262190,-0.086210
8624,1.040752,-0.039792,-0.298058,-0.099167
8625,1.030541,-0.039035,-0.111812,-0.036850
8626,1.031602,-0.037521,-0.132121,-0.042497
8627,1.040726,-0.039415,-0.148972,-0.048464
8628,1.040046,-0.040358,-0.247528,-0.080772
8629,1.040796,-0.039791,-0.126464,-0.040698
8630,1.040733,-0.039690,-0.190958,-0.063306
8631,1.041016,-0.039404,-0.105396,-0.034598
8632,1.023971,-0.035005,-0.037664,-0.011680
8633,1.025588,-0.035623,-0.119556,-0.039668
8634,1.041014,-0.039518,-0.294708,-0.097648
8635,1.025660,-0.035575,-0.283044,-0.093857
8636,1.025012,-0.034595,-0.308573,-0.099419
8637,1.040462,-0.040540,-0.388834,-0.127705
8638,1.041614,-0.039960,-0.169446,-0.055661
8639,1.041324,-0.039714,-0.167384,-0.055061
8640,1.041524,-0.040025,-0.226985,-0.073687
8641,1.024837,-0.034671,-0.426186,-0.140633
8642,1.040828,-0.039174,-0.143902,-0.046680
8643,1.030893,-0.038082,-0.101846,-0.033263
8644,1.023700,-0.035135,-0.132486,-0.042740
8645,1.031334,-0.039039,-0.258917,-0.085331
8646,1.041174,-0.039673,-0.098408,-0.032142
8647,1.041179,-0.040200,-0.142642,-0.046341
8648,1.032017,-0.037850,-0.297486,-0.099218
8649,1.040677,-0.039439,-0.153268,-0.049832
8650,1.024746,-0.035472,-0.359606,-0.117225
8651,1.040093,-0.038915,-0.180978,-0.059915
8652,1.031864,-0.039179,-0.204576,-0.066241
8653,1.032606,-0.038716,-0.073630,-0.023456
8654,1.024042,-0.034883,-0.061314,-0.019436
8655,1.040475,-0.039623,-0.238666,-0.078321
8656,1.039563,-0.039528,-0.175831,-0.058135
8657,1.025103,-0.034007,-0.480287,-0.161316
8658,1.032122,-0.038770,-0.274984,-0.090744
8659,1.024276,-0.034086,-0.166284,-0.054702
8660,1.032126,-0.037738,-0.111451,-0.036856
8661,1.032588,-0.038185,-0.160662,-0.052631
8662,1.041252,-0.039794,-0.089806,-0.029142
8663,1.040780,-0.040007,-0.155599,-0.050847
8664,1.031790,-0.038255,-0.071035,-0.022686
8665,1.040723,-0.039589,-0.186051,-0.061578
8666,1.024487,-0.034570,-0.137038,-0.044334
8667,1.023527,-0.034257,-0.448554,-0.148683
8668,1.032102,-0.038772,-0.346475,-0.112381
8669,1.041087,-0.039124,-0.353933,-0.115995
8670,1.031235,-0.038187,-0.232111,-0.075587
8671,1.024430,-0.035173,-0.166703,-0.054933
8672,1.031882,-0.038063,-0.326524,-0.105838
8673,1.032321,-0.037999,-0.094852,-0.030974
8674,1.032319,-0.038003,-0.084601,-0.027167
8675,1.032718,-0.038179,-0.158091,-0.051694
8676,1.032869,-0.037937,-0.113073,-0.037393
8677,1.024595,-0.033938,-0.237794,-0.077578
8678,1.024258,-0.033852,-0.189415,-0.062908
8679,1.031316,-0.038447,-0.157557,-0.051355
8680,1.031351,-0.037941,-0.327688,-0.105277
8681,1.032333,-0.038868,-0.273095,-0.090140
8682,1.032059,-0.038365,-0.115901,-0.038213
8683,1.024097,-0.034579,-0.083793,-0.026969
8684,1.024873,-0.033753,-0.316070,-0.102114
8685,1.032809,-0.038294,-0.350209,-0.114390
8686,1.032778,-0.038591,-0.103030,-0.033775
8687,1.041073,-0.039897,-0.077744,-0.024898
8688,1.032144,-0.038438,-0.107958,-0.035577
8689,1.034760,-0.037265,-0.000049,0.000063
8690,1.033238,-0.038125,-0.333134,-0.108717
8691,1.033481,-0.038018,-0.180046,-0.059455
8692,1.032799,-0.038079,-0.077331,-0.024836
8693,1.033880,-0.037661,-0.245185,-0.080531
8694,1.032697,-0.038536,-0.361146,-0.117895
8695,1.024375,-0.035159,-0.253199,-0.082982
8696,1.030081,-0.039939,-0.109135,-0.035788
8697,1.030100,-0.040132,-0.126874,-0.040795
8698,1.031436,-0.038101,-0.334467,-0.108357
8699,1.032830,-0.038508,-0.073962,-0.023553
8700,1.032710,-0.037401,-0.313108,-0.100969
8701,1.030352,-0.039841,-0.214946,-0.069445
8702,1.032300,-0.038948,-0.328404,-0.105808
8703,1.032662,-0.038304,-0.083861,-0.027129
8704,1.032996,-0.037904,-0.116824,-0.038716
8705,1.032065,-0.038289,-0.261681,-0.086629
8706,1.024278,-0.034602,-0.255639,-0.083847
8707,1.033388,-0.037756,-0.188278,-0.062549
8708,1.033690,-0.038015,-0.123795,-0.039733
8709,1.030719,-0.038924,-0.333540,-0.107926
8710,1.033163,-0.037429,-0.098272,-0.031976
8711,1.024271,-0.034357,-0.115812,-0.038300
8712,1.031576,-0.040611,-0.101557,-0.033316
8713,1.033221,-0.037021,-0.383996,-0.125660
8714,1.033401,-0.038437,-0.299759,-0.099835
8715,1.031760,-0.038586,-0.175329,-0.058250
8716,1.034135,-0.037848,-0.234485,-0.076436
8717,1.033663,-0.037444,-0.160084,-0.052542
8718,1.033488,-0.038260,-0.459288,-0.152633
8719,1.031887,-0.038409,-0.224114,-0.072869
8720,1.031570,-0.038892,-0.120130,-0.038481
8721,1.031111,-0.039988,-0.104188,-0.034245
8722,1.030505,-0.040003,-0.116302,-0.038547
8723,1.032556,-0.038778,-0.159776,-0.052141
8724,1.032036,-0.037722,-0.143484,-0.046601
8725,1.032582,-0.038600,-0.164283,-0.053857
8726,1.032555,-0.038108,-0.382490,-0.125053
8727,1.032216,-0.039015,-0.071614,-0.022806
8728,1.032088,-0.038040,-0.298938,-0.099978
8729,1.031421,-0.040949,-0.143200,-0.046547
8730,1.033485,-0.038665,-0.166059,-0.054256
8731,1.033261,-0.039175,-0.130515,-0.042132
8732,1.030398,-0.040036,-0.301943,-0.100669
8733,1.033069,-0.038124,-0.177246,-0.058696
8734,1.033364,-0.037867,-0.429898,-0.142679
8735,1.033909,-0.038570,-0.299417,-0.099803
8736,1.033108,-0.037613,-0.098514,-0.032107
8737,1.031361,-0.040745,-0.136768,-0.044156
8738,1.030804,-0.039113,-0.084271,-0.027195
8739,1.033477,-0.038228,-0.251135,-0.082325
8740,1.033414,-0.038832,-0.397291,-0.130437
8741,1.032971,-0.038771,-0.116187,-0.038557
8742,1.033313,-0.038667,-0.171716,-0.056631
8743,1.031242,-0.040075,-0.228715,-0.074182
8744,1.030187,-0.040080,-0.052549,-0.016463
8745,1.032396,-0.037362,-0.157461,-0.051583
8746,1.032210,-0.037898,-0.158495,-0.051793
8747,1.025061,-0.045339,-0.148833,-0.048310
8748,1.025095,-0.044942,-0.204940,-0.065944
8749,1.034309,-0.038669,-0.094607,-0.030647
8750,1.032672,-0.038696,-0.117008,-0.038891
8751,1.025181,-0.045336,-0.085535,-0.027608
8752,1.025194,-0.044884,-0.473818,-0.156844
8753,1.030548,-0.037557,-0.142969,-0.046399
8754,1.031634,-0.037977,-0.120325,-0.038528
8755,1.033429,-0.038330,-0.297609,-0.098989
8756,1.025247,-0.045435,-0.297164,-0.098067
8757,1.032524,-0.038650,-0.111651,-0.036912
8758,1.032074,-0.037491,-0.111830,-0.036963
8759,1.026152,-0.044126,-0.136627,-0.044041
8760,1.031802,-0.038155,-0.107889,-0.035627
8761,1.032672,-0.037750,-0.317304,-0.103445
8762,1.029982,-0.039656,-0.107271,-0.035078
8763,1.031605,-0.038251,-0.249360,-0.081810
8764,1.025530,-0.045367,-0.048036,-0.014935
8765,1.031728,-0.038523,-0.073009,-0.023268
8766,1.032288,-0.038114,-0.301262,-0.100600
8767,1.025290,-0.044969,-0.089927,-0.029098
8768,1.025031,-0.045741,-0.185582,-0.061354
8769,1.025250,-0.044860,-0.373258,-0.121195
8770,1.026162,-0.044581,-0.455680,-0.149698
8771,1.024453,-0.045347,-0.241035,-0.078357
8772,1.024868,-0.043842,-0.124530,-0.039915
8773,1.032024,-0.038972,-0.054506,-0.017173
8774,1.026345,-0.044998,-0.154405,-0.050332
8775,1.032131,-0.038965,-0.242256,-0.079452
8776,1.025616,-0.044659,-0.171366,-0.056261
8777,1.025493,-0.045071,-0.109278,-0.035944
8778,1.025188,-0.044473,-0.121300,-0.038854
8779,1.032073,-0.037698,-0.372056,-0.121719
8780,1.025162,-0.044660,-0.138446,-0.044715
8781,1.031342,-0.037489,-0.183882,-0.060816
8782,1.031072,-0.037800,-0.058337,-0.018221
8783,1.025014,-0.045119,-0.322840,-0.103839
8784,1.024988,-0.045363,-0.058285,-0.018317
8785,1.008639,-0.010832,-0.000028,0.000000
8786,1.008693,-0.011198,-0.000049,0.000037
8787,1.007692,-0.009743,0.000074,0.000025
8788,1.008087,-0.010964,-0.000045,0.000003
