bus,vm_pu,va_degree,p_mw,q_mvar
1,1.000484,-0.000653,4.205913,0.046858
2,0.962702,-0.006741,0.000070,-0.000042
3,0.961707,-0.012912,-2.889534,-0.066080
4,0.963254,-0.007106,-0.064894,-0.000032
5,0.963553,-0.007442,0.000045,-0.000015
6,0.962464,-0.010977,-1.248761,0.013334
7,0.962306,-0.007268,0.000013,-0.000009
8,0.967395,-0.018097,0.000016,-0.000061
9,1.000250,-0.000423,18.742496,-1.248415
10,0.968352,-0.015477,0.000036,-0.000032
11,0.969058,-0.017271,0.000016,-0.000026
12,0.966088,-0.018056,0.000039,0.000049
13,0.967173,-0.017427,-0.064904,-0.000000
14,0.989795,-0.025284,-3.165538,0.020672
15,0.967676,-0.017098,-0.000037,-0.000010
16,0.967913,-0.020223,0.000022,-0.000049
17,0.991264,-0.022630,-0.622178,0.058958
18,0.968284,-0.020311,-0.000034,0.000065
19,0.966633,-0.021793,-0.000059,0.000048
20,1.013467,-0.034228,-2.831944,0.045810
21,0.967980,-0.017820,-0.064913,-0.000037
22,1.015790,-0.021104,-4.279040,-0.089932
23,0.969194,-0.016606,0.000008,0.000074
24,1.017645,-0.019218,-2.642009,0.025329
25,0.968481,-0.015900,-0.000073,0.000028
26,1.016838,-0.019248,-1.916949,0.134756
27,0.967911,-0.015847,0.000023,0.000048
28,0.991884,-0.019900,-1.110592,0.005600
29,0.967173,-0.017942,0.000010,0.000019
30,1.016012,-0.026540,-1.994376,0.032424
31,1.000411,0.000006,10.205702,-0.055925
32,0.964953,-0.001526,-0.000002,-0.000039
33,0.961673,-0.015943,0.000019,0.000059
34,0.964863,-0.001332,-0.844765,0.030426
35,0.961787,-0.015734,-0.000047,-0.000018
36,0.982207,-0.028726,-2.859561,-0.050463
37,0.955538,-0.022065,0.000016,0.000045
38,1.001539,-0.030724,-6.666084,-0.166802
39,0.957557,-0.022128,-0.000058,-0.000065
40,0.979056,-0.022585,0.214414,-0.011548
