bus,vm_pu,va_degree,p_mw,q_mvar
1,0.972079,-0.081711,-11.560676,-4.569058
2,0.999296,-0.000113,23.810174,8.708283
3,0.971682,-0.081288,-0.000024,-0.000001
4,0.971003,-0.082728,0.000065,0.000060
5,0.971421,-0.081540,-0.000016,0.000134
6,0.970854,-0.081716,-0.012264,-0.006298
7,0.969810,-0.082250,-0.044002,-0.022607
8,0.970398,-0.081867,-0.015967,-0.008142
9,0.969488,-0.082542,-0.729952,-0.373944
10,0.969904,-0.082570,-3.066444,-1.570996
11,0.969432,-0.081815,-0.407163,-0.208706
12,0.968775,-0.084147,-0.002529,-0.001283
13,0.969797,-0.082860,-0.024782,-0.009821
14,0.971175,-0.081719,-1.157338,-0.551613
15,0.968492,-0.084658,-0.009110,-0.004634
16,0.971425,-0.082249,-0.009596,-0.004853
17,0.969682,-0.080753,-0.000279,-0.000186
18,0.969505,-0.082067,-0.004858,-0.002508
19,0.969112,-0.083564,-0.046360,-0.023707
20,0.970319,-0.081600,-0.707751,-0.321228
21,0.968309,-0.084782,-0.000991,-0.000444
22,0.970584,-0.082744,-0.005498,-0.002235
23,0.968898,-0.084265,-0.029933,-0.015442
24,0.969021,-0.082904,-0.053300,-0.021072
25,0.968176,-0.083212,-0.005880,-0.002350
26,0.969632,-0.082166,-0.022693,-0.011696
27,0.970144,-0.081679,-0.006216,-0.003224
28,0.968628,-0.083075,-0.025912,-0.013297
29,0.971229,-0.082419,-0.034351,-0.017639
30,0.969642,-0.082458,-0.103029,-0.052822
31,0.969790,-0.081965,-0.028235,-0.014417
32,0.971573,-0.081949,-0.083171,-0.042606
33,0.969231,-0.083625,-0.554512,-0.242824
34,0.969024,-0.083379,-0.001980,-0.000956
35,0.968045,-0.084586,-0.000002,0.000023
36,0.969619,-0.082487,-0.005772,-0.002949
37,0.970581,-0.082273,-0.002015,-0.000819
38,0.968659,-0.084020,-0.029558,-0.015196
39,0.970484,-0.082629,-0.160711,-0.082288
40,0.968514,-0.082574,-0.013316,-0.005333
41,0.968017,-0.083958,-0.012459,-0.004940
42,0.968870,-0.083552,-0.001664,-0.000798
43,0.967792,-0.084006,-0.083037,-0.042541
44,0.968182,-0.083673,-0.001224,-0.000630
45,0.968443,-0.083374,-0.001478,-0.000602
46,0.969112,-0.081884,-0.086905,-0.044609
47,0.968569,-0.082999,-0.364038,-0.186494
48,0.970161,-0.081941,-0.000448,-0.000224
49,0.969075,-0.082531,-0.048745,-0.024876
50,0.971205,-0.082131,-0.003410,-0.001775
51,0.971459,-0.081749,-0.013988,-0.005547
52,0.970471,-0.082184,-0.002101,-0.001006
53,0.968691,-0.083000,-0.162192,-0.083056
54,0.970135,-0.082492,-0.022431,-0.008861
55,0.970957,-0.081326,-0.037767,-0.019329
56,0.969149,-0.081743,-0.007929,-0.004003
57,0.970586,-0.082822,-0.006122,-0.003128
58,0.968393,-0.083047,-0.010388,-0.005318
59,0.968417,-0.083564,-0.020674,-0.008225
60,0.968443,-0.084047,-0.007547,-0.002970
61,0.971368,-0.082381,-0.654756,-0.294111
62,0.970600,-0.083297,-0.001794,-0.000949
63,0.968009,-0.083090,-0.000116,-0.000071
64,0.971607,-0.083484,-0.241718,-0.123759
65,0.970476,-0.083433,-0.573441,-0.252521
66,0.970564,-0.081666,-0.289194,-0.148223
67,0.970931,-0.082488,-0.028713,-0.014733
68,0.968107,-0.084563,-0.105924,-0.054291
69,0.969410,-0.083442,-0.012442,-0.004939
70,0.969350,-0.082351,-0.015381,-0.007961
71,0.968659,-0.083440,-0.009183,-0.004754
72,0.969212,-0.083937,-0.012256,-0.006257
73,0.968658,-0.083400,-0.008992,-0.003589
74,0.967834,-0.084053,-0.005335,-0.002720
75,0.968592,-0.083169,-0.065960,-0.033764
76,0.969806,-0.082171,-0.008140,-0.004295
77,0.972232,-0.081989,-0.014425,-0.007495
78,0.970393,-0.082028,-0.067341,-0.034476
79,0.970134,-0.082621,-0.131816,-0.067535
80,0.969368,-0.083679,-0.000008,0.000050
81,0.968074,-0.083589,-0.000515,-0.000173
82,0.969479,-0.081941,-0.013121,-0.006726
83,0.969603,-0.082058,-0.011937,-0.006157
84,0.968855,-0.081973,-0.006257,-0.003336
85,0.967843,-0.083709,-0.014528,-0.007405
86,0.971589,-0.082023,-0.015421,-0.006109
87,0.970226,-0.082231,-0.017851,-0.009077
88,0.970170,-0.081561,-0.036808,-0.018884
89,0.970703,-0.081791,-0.232517,-0.118984
90,0.969259,-0.082916,-0.016503,-0.008511
91,0.967960,-0.083471,-0.020217,-0.010416
92,0.969124,-0.083876,-0.002032,-0.000957
93,0.969647,-0.082300,-0.032453,-0.016744
94,0.968481,-0.083748,-0.011258,-0.005798
95,0.970458,-0.081202,-0.159327,-0.081575
96,0.968109,-0.084535,-0.003610,-0.001399
97,0.968768,-0.083832,-0.012668,-0.006469
98,0.969027,-0.084027,-0.058812,-0.023135
99,0.971029,-0.082065,-0.427702,-0.177802
100,0.970260,-0.082351,-0.008536,-0.004365
101,0.970113,-0.082457,-0.050852,-0.020111
102,0.969643,-0.081366,-0.281220,-0.102836
103,0.969133,-0.081950,-0.022367,-0.008845
104,0.968373,-0.083711,-0.146776,-0.057973
105,0.969944,-0.082269,-0.001607,-0.000773
106,0.971305,-0.082378,0.000035,-0.000081
107,0.970171,-0.082211,0.000022,0.000027
108,0.970162,-0.082112,0.000022,0.000001
109,0.969973,-0.081886,-0.000077,0.000040
110,0.968965,-0.083277,-0.000013,0.000016
111,0.968738,-0.083500,0.000085,0.000004
112,0.970862,-0.081330,-0.000012,0.000025
113,0.970878,-0.081343,-0.000026,-0.000058
114,0.968156,-0.084604,0.000014,-0.000034
115,0.968629,-0.082534,0.000049,0.000010
116,0.969708,-0.081206,-0.000055,-0.000005
117,0.969365,-0.083643,-0.000068,0.000027
118,0.970615,-0.082864,-0.000022,0.000032
119,0.970241,-0.082888,0.000042,-0.000041
120,0.969993,-0.082538,-0.000023,-0.000012
121,0.971305,-0.081690,0.000043,-0.000020
122,0.969380,-0.082568,0.000010,0.000044
123,0.969424,-0.082701,0.000067,-0.000039
124,0.970358,-0.082380,0.000012,-0.000005
125,0.969543,-0.083292,-0.000117,0.000048
126,0.969133,-0.082797,-0.000071,-0.000025
127,0.969025,-0.082553,-0.000059,0.000031
128,0.968561,-0.084226,0.000121,0.000057
129,0.968231,-0.083602,-0.000036,-0.000044
130,0.967723,-0.083500,0.000000,0.000045
131,0.970842,-0.081746,0.000038,0.000013
132,0.968581,-0.083749,-0.000013,-0.000030
133,0.970034,-0.082101,-0.000040,-0.000009
134,0.972000,-0.081857,0.000012,-0.000065
135,0.969173,-0.083795,0.000012,-0.000013
136,0.968085,-0.084431,-0.000033,-0.000014
137,0.968625,-0.083086,0.000047,-0.000013
138,0.968627,-0.084258,0.000025,-0.000010
139,0.967896,-0.083489,-0.000001,-0.000021
140,0.969759,-0.081958,0.000092,-0.000055
141,0.968545,-0.083064,0.000051,0.000021
142,0.968822,-0.083875,-0.000008,-0.000076
143,0.968923,-0.083226,-0.000055,-0.000037
144,0.971332,-0.081637,0.000059,-0.000029
145,0.971202,-0.082739,0.000001,-0.000036
146,0.968995,-0.082391,-0.000049,0.000017
147,0.969600,-0.082404,-0.000038,0.000084
148,0.969612,-0.081862,-0.000053,-0.000013
149,0.968076,-0.084864,0.000032,-0.000030
150,0.968595,-0.082694,-0.000005,-0.000081
151,0.971299,-0.081677,-0.000017,0.000008
152,0.970336,-0.082807,0.000028,0.000111
153,0.970697,-0.082278,0.000002,0.000012
154,0.970252,-0.082730,-0.000041,-0.000013
155,0.967828,-0.083473,0.000080,0.000065
156,0.969621,-0.083056,0.000031,0.000093
157,0.970779,-0.081532,0.000037,0.000029
158,0.970629,-0.082598,0.000031,-0.000015
159,0.968350,-0.082752,0.000024,0.000016
160,0.969956,-0.081366,0.000042,-0.000016
161,0.971004,-0.083130,-0.000025,-0.000007
162,0.968982,-0.084281,0.000077,0.000010
163,0.970127,-0.081885,-0.000046,0.000010
164,0.969701,-0.082207,0.000024,-0.000000
165,0.970978,-0.081864,0.000060,-0.000071
166,0.971255,-0.082476,-0.000060,0.000014
167,0.968853,-0.083010,-0.000001,-0.000019
168,0.969447,-0.082300,0.000027,0.000038
169,0.971524,-0.082000,-0.000009,0.000055
