bus,vm_pu,va_degree,p_mw,q_mvar
1,1.000482,0.000048,6.120418,0.160468
2,0.961605,-0.009629,0.000006,-0.000001
3,0.959611,-0.020164,-4.809440,-0.130442
4,0.960810,-0.011229,-0.000082,-0.000007
5,0.961342,-0.010250,0.000085,0.000031
6,0.961129,-0.014094,-1.305234,-0.025070
7,0.960915,-0.010647,-0.000000,-0.000016
8,0.965917,-0.016566,-0.000078,-0.000021
9,0.999342,-0.000614,17.976114,-0.929093
10,0.967273,-0.015775,0.000084,0.000071
11,0.967477,-0.015126,-0.000001,0.000050
12,0.965753,-0.017666,0.000085,0.000025
13,0.964638,-0.016958,0.000010,0.000032
14,0.988200,-0.024400,-3.351321,-0.057315
15,0.966921,-0.016088,-0.000109,-0.000043
16,0.965271,-0.019069,0.000047,-0.000057
17,0.989180,-0.020375,-0.563123,0.027549
18,0.966188,-0.018141,-0.000084,0.000055
19,0.965032,-0.019931,-0.000007,-0.000007
20,1.011072,-0.029822,-2.370820,-0.015188
21,0.966901,-0.015500,-0.000035,0.000001
22,1.013416,-0.022363,-4.033552,-0.137842
23,0.967563,-0.015955,0.000027,-0.000015
24,1.014560,-0.017541,-2.588271,0.002014
25,0.967187,-0.015708,0.000065,0.000046
26,1.015499,-0.019057,-2.174647,0.103021
27,0.968014,-0.015137,-0.000057,0.000060
28,0.990411,-0.017423,-0.803301,0.002488
29,0.964956,-0.017877,0.000017,-0.000037
30,1.012710,-0.027146,-2.047676,-0.017279
31,1.000380,0.000323,9.175104,1.338506
32,0.963594,-0.002016,-0.000045,0.000024
33,0.949816,-0.014161,-0.000032,0.000010
34,0.964155,-0.000918,-0.731526,-0.125362
35,0.949233,-0.014453,0.000066,0.000072
36,0.961341,-0.022515,-2.073653,-0.355430
37,0.938030,-0.016129,-0.000021,0.000044
38,0.975981,-0.024981,-6.503067,-1.114848
39,0.938542,-0.015045,0.000061,0.000004
40,0.962102,-0.015977,0.220893,0.037835
