bus,vm_pu,va_degree,p_mw,q_mvar
1,0.950633,-0.114473,-13.717457,-5.421566
2,1.000221,-0.000189,32.965596,15.526379
3,0.950455,-0.115895,-0.000013,-0.000070
4,0.951369,-0.115330,0.000004,-0.000015
5,0.951169,-0.115778,-0.000071,-0.000011
6,0.949614,-0.115721,-0.048196,-0.024645
7,0.947872,-0.116433,-0.098640,-0.050537
8,0.948915,-0.116361,-0.023761,-0.012113
9,0.948256,-0.116750,-0.720590,-0.369204
10,0.948439,-0.116290,-3.617184,-1.853068
11,0.947384,-0.116659,-0.802351,-0.411027
12,0.943255,-0.120673,-0.010274,-0.005223
13,0.947469,-0.116079,-0.071653,-0.028298
14,0.949484,-0.116051,-1.767163,-0.860692
15,0.944026,-0.120428,-0.035524,-0.018321
16,0.950635,-0.115260,-0.002676,-0.001290
17,0.948576,-0.116876,-0.027492,-0.014161
18,0.949377,-0.116300,-0.045102,-0.023093
19,0.942645,-0.120304,-0.102632,-0.052480
20,0.949162,-0.116578,-1.405715,-0.675535
21,0.942676,-0.119964,-0.007476,-0.002942
22,0.948606,-0.116147,-0.003604,-0.001347
23,0.943571,-0.120350,-0.162555,-0.083318
24,0.942635,-0.120937,-0.127760,-0.050451
25,0.943879,-0.119869,-0.013548,-0.005421
26,0.949288,-0.116521,-0.055756,-0.028561
27,0.948945,-0.115688,-0.002189,-0.001107
28,0.942865,-0.120105,-0.155258,-0.079487
29,0.948848,-0.116424,-0.068276,-0.035003
30,0.948839,-0.116259,-0.195666,-0.100247
31,0.948850,-0.116836,-0.039039,-0.020090
32,0.950044,-0.114726,-0.183079,-0.093781
33,0.948331,-0.115844,-0.647773,-0.287356
34,0.942833,-0.119626,-0.017183,-0.008756
35,0.943737,-0.119199,-0.081961,-0.042014
36,0.948104,-0.116674,-0.018735,-0.009567
37,0.950631,-0.115609,-0.003025,-0.001126
38,0.943024,-0.120259,-0.129506,-0.066315
39,0.948416,-0.116641,-0.114880,-0.058757
40,0.943271,-0.120441,-0.018784,-0.007469
41,0.942797,-0.120326,-0.021483,-0.008457
42,0.943821,-0.119451,-0.057695,-0.029534
43,0.943805,-0.119910,-0.187034,-0.095706
44,0.943102,-0.120185,-0.168788,-0.086435
45,0.941875,-0.120978,-0.002268,-0.000974
46,0.949145,-0.116783,-0.127307,-0.065242
47,0.943145,-0.120896,-0.293063,-0.150152
