bus,vm_pu,va_degree,p_mw,q_mvar
1,0.999338,0.000555,111.484037,40.841783
7966,1.027486,-0.042949,-1.187391,-0.363490
7967,1.034060,-0.036400,-4.117668,-1.260513
7968,1.033839,-0.036405,-1.477801,-0.452399
7969,1.031244,-0.038438,-2.542388,-0.778213
7970,1.032828,-0.036556,-2.132899,-0.652937
7971,1.033992,-0.036342,-1.518750,-0.464956
7972,1.033430,-0.035650,-0.573322,-0.175403
7973,1.039596,-0.039631,-2.505164,-0.766836
7974,1.039840,-0.039087,-0.777971,-0.238113
7975,1.024255,-0.034583,-1.313916,-0.402220
7976,1.024436,-0.034163,-3.495213,-1.069975
7977,1.025036,-0.033933,-2.382318,-0.729220
7978,1.041469,-0.037849,-0.495077,-0.151539
7979,1.039733,-0.039627,-1.399643,-0.428496
7980,1.024885,-0.034372,-1.187411,-0.363577
7981,1.031470,-0.048523,-2.177509,-0.666589
7982,1.039918,-0.038883,-0.122857,-0.037583
7983,1.040208,-0.040800,-2.010065,-0.615267
7984,1.038473,-0.040088,-1.645243,-0.503663
7985,1.025766,-0.041685,-0.235672,-0.072119
7986,1.033874,-0.035525,-0.216328,-0.066171
7987,1.024236,-0.033568,-0.230294,-0.070583
7988,1.031925,-0.035808,-0.213709,-0.065398
7989,1.041542,-0.039399,-0.213427,-0.065262
7990,1.040454,-0.038664,-0.230384,-0.070516
7991,1.026348,-0.034266,-0.215092,-0.065896
7992,1.025954,-0.033830,-0.224880,-0.068912
7993,1.039529,-0.039208,-0.257640,-0.078840
7994,1.033191,-0.035181,-0.264762,-0.080950
7995,1.025231,-0.035111,-0.217418,-0.066530
7996,1.040678,-0.038683,-0.258144,-0.078965
7997,1.031785,-0.035640,-0.240338,-0.073568
7998,1.024440,-0.034322,-0.235747,-0.072140
7999,1.041245,-0.038598,-0.285803,-0.087442
8000,1.026363,-0.033940,-0.222040,-0.067979
8001,1.042596,-0.038178,-0.297063,-0.090956
8002,1.024561,-0.034161,-0.223721,-0.068467
8003,1.024189,-0.034737,-0.223776,-0.068428
8004,1.024808,-0.033672,-0.221705,-0.067942
8005,1.038809,-0.040245,-0.226263,-0.069219
8006,1.023285,-0.034089,-0.306678,-0.093920
8007,1.038543,-0.039909,-0.222077,-0.067899
8395,1.028651,-0.047846,-0.261463,-0.088627
8396,1.029559,-0.048933,-0.265763,-0.090238
8397,1.028364,-0.047803,-0.143055,-0.047647
8398,1.030690,-0.048298,-0.168287,-0.057017
8399,1.029298,-0.048257,-0.099640,-0.033440
8400,1.039325,-0.039623,-0.077461,-0.025446
8401,1.038960,-0.041054,-0.404178,-0.136812
8402,1.039637,-0.040302,-0.308944,-0.102619
8403,1.029802,-0.047559,-0.177020,-0.058040
8404,1.023115,-0.033968,-0.096167,-0.032198
